Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,3247421,24,135309.2,135281.5,132928,137378,1253.9,nvjet_sm103_tst_256x32_64x6_2x1_2cta_v_bz_splitK_NTT
0.0,3159610,94,33612.9,31729.0,16704,73537,11194.8,nvjet_sm103_tst_128x40_64x10_1x4_h_bz_NNT
0.0,3153979,54,58407.0,56512.5,32192,95873,16780.9,nvjet_sm103_tst_128x168_64x5_4x1_v_bz_TNT
0.0,3150776,1200,2625.6,2528.0,1984,5120,424.7,"pad_tokens_per_expert_kernel(const int *, long *, int, int)"
0.0,3145146,137,22957.3,19680.0,9888,101537,12325.7,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_splitK_NNT
0.0,3131509,208,15055.3,15184.0,9632,28897,2609.1,nvjet_sm103_tst_128x24_64x11_4x2_h_bz_TNT
0.0,3099927,2144,1445.9,1472.0,960,2048,229.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,3084278,120,25702.3,25952.0,20929,27680,1210.8,"void multi_tensor_apply_kernel<TensorListMetadata<(int)2, (bool)0>, transformer_engine::multi_tensor_scale::ScalePtrFunctor<float, float>, float *>(long, volatile int *, T1, T2, T3...)"
0.0,3083794,84,36711.8,37632.0,19840,57376,5556.3,nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_NNT
0.0,3010525,74,40682.8,38080.0,26177,95297,9198.9,nvjet_sm103_tst_128x136_64x6_2x1_v_bz_NNT
0.0,2929182,120,24409.8,23248.0,11872,42912,6129.6,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT
0.0,2913717,91,32018.9,29185.0,14144,71009,11780.0,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_NNT
0.0,2889020,102,28323.7,25024.0,12000,66369,11468.9,nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT
0.0,2869408,1248,2299.2,2304.0,2176,2880,85.2,"at::native::<unnamed>::fill_reverse_indices_kernel(long *, int, at::cuda::detail::IntDivider<unsigned int>)"
0.0,2851794,102,27958.8,24944.0,16512,82017,9732.2,nvjet_sm103_tst_128x16_64x11_1x2_h_bz_NNT
0.0,2834093,336,8434.8,8352.0,7968,10624,293.2,"void transformer_engine::normalization::ln_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)128, (unsigned int)1, (unsigned int)4, (unsigned int)1, (unsigned int)8, transformer_engine::normalization::Kernel_traits_base<(unsigned int)128, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)128>>>(transformer_engine::normalization::ForwardKernelParams)"
0.0,2814936,1800,1563.9,1568.0,1120,2368,254.0,"void hybrid_ep::update_expected_value_kernel<(int)1, (int)1, (int)2>(unsigned long *, unsigned int *)"
0.0,2737813,120,22815.1,21616.0,9280,53057,8863.8,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_splitK_NNT
0.0,2714671,100,27146.7,27200.0,19136,39456,3448.0,nvjet_sm103_tst_192x208_64x5_2x2_2cta_h_bz_TNT
0.0,2698865,1248,2162.6,2144.0,1984,2944,142.2,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)8>, unsigned int, (int)1, (int)128, (int)1, (int)16, (int)2>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,2634228,31,84975.1,82624.0,73088,120322,10413.1,nvjet_sm103_tst_256x120_64x4_1x4f_h_bz_NNT
0.0,2623570,114,23013.8,20928.0,8608,95649,10951.5,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_splitK_NNT
0.0,2593810,44,58950.2,59856.5,38720,95712,11052.9,nvjet_sm103_tst_128x216_64x4_4x1_v_bz_TNT
0.0,2580022,89,28989.0,26464.0,10976,92673,13243.7,nvjet_sm103_tst_128x24_64x11_2x1_v_bz_splitK_NNT
0.0,2543126,624,4075.5,4064.0,3808,4512,93.6,"void transformer_engine::normalization::rmsnorm_bwd_finalize_tuned_kernel<transformer_engine::normalization::Kernel_traits_finalize<(unsigned int)2048, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)1024, (unsigned int)4, transformer_engine::normalization::Kernel_traits_base<(unsigned int)2048, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)1024>>>(transformer_engine::normalization::BackwardKernelParams)"
0.0,2536273,84,30193.7,27488.0,14784,68609,10652.3,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT
0.0,2507060,50,50141.2,50032.0,33952,76640,7384.4,nvjet_sm103_tst_192x208_64x5_2x2_2cta_h_bz_NNT
0.0,2486352,64,38849.3,38560.5,32864,48097,3161.2,nvjet_sm103_tst_176x128_64x8_2x2f_2cta_h_bz_TNN
