waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
0,21686927957,8.725,7,0.001,1.034,laggard_gpu_busy,gemm=6.1ms;moe_permute=2.8ms;elementwise=0.2ms,backward|recompute
0,21729928275,10.483,7,0.001,1.023,laggard_gpu_busy,gemm=7.8ms;moe_permute=2.9ms;hybridep_meta=0.0ms,backward|recompute
0,21888245962,9.204,5,0.001,1.029,laggard_gpu_busy,gemm=5.7ms;moe_permute=2.6ms;cat_copy=0.7ms,backward|recompute
0,21928236388,10.855,5,0.001,1.048,laggard_gpu_busy,gemm=8.7ms;moe_permute=2.7ms;hybridep_combine=0.0ms,backward|recompute
0,22087450085,7.427,1,0.001,1.041,laggard_gpu_busy,gemm=5.2ms;moe_permute=2.3ms;elementwise=0.3ms,backward|recompute
0,22123293295,8.973,1,0.0,1.072,laggard_gpu_busy,gemm=7.2ms;moe_permute=2.4ms;hybridep_combine=0.0ms,backward|recompute
0,22282752467,6.208,4,0.001,1.024,laggard_gpu_busy,gemm=3.8ms;moe_permute=2.5ms;hybridep_combine=0.0ms,backward|recompute
0,22321658049,7.355,4,0.001,1.043,laggard_gpu_busy,gemm=5.0ms;moe_permute=2.7ms;hybridep_combine=0.0ms,backward|recompute
0,22482628663,23.384,6,0.0,1.012,laggard_gpu_busy,gemm=8.3ms;elementwise=8.0ms;moe_permute=3.5ms,backward|recompute
0,22534386045,33.113,6,0.0,1.021,laggard_gpu_busy,gemm=16.2ms;cat_copy=6.5ms;elementwise=4.1ms,backward|recompute
0,22930657531,27.838,4,0.0,1.018,laggard_gpu_busy,gemm=12.9ms;elementwise=8.2ms;moe_permute=3.2ms,backward|recompute
0,22983470670,39.472,4,0.0,1.014,laggard_gpu_busy,gemm=16.6ms;elementwise=9.3ms;cat_copy=6.7ms,backward|recompute
0,23370265915,26.782,3,0.0,1.021,laggard_gpu_busy,gemm=12.4ms;elementwise=7.9ms;moe_permute=3.2ms,backward|recompute
0,23420640913,34.962,3,0.0,1.017,laggard_gpu_busy,gemm=15.7ms;elementwise=7.4ms;cat_copy=5.9ms,backward|recompute
0,23595249609,29.798,4,0.0,1.029,laggard_gpu_busy,gemm=14.8ms;elementwise=8.4ms;moe_permute=3.3ms,backward|recompute
0,23648473376,38.877,4,0.0,1.015,laggard_gpu_busy,gemm=16.9ms;elementwise=9.4ms;cat_copy=6.4ms,backward|recompute
0,23833926041,13.968,4,0.0,1.019,laggard_gpu_busy,gemm=7.1ms;elementwise=3.3ms;moe_permute=2.9ms,backward|recompute
0,23881759729,17.005,4,0.0,1.051,laggard_gpu_busy,gemm=14.6ms;moe_permute=3.1ms;cat_copy=0.1ms,backward|recompute
0,24039888997,27.983,2,0.0,1.029,laggard_gpu_busy,gemm=14.3ms;elementwise=7.5ms;moe_permute=3.4ms,backward|recompute
0,24087889279,33.875,2,0.0,1.02,laggard_gpu_busy,gemm=15.0ms;elementwise=9.6ms;cat_copy=3.4ms,backward|recompute
0,24265455034,16.03,3,0.0,1.017,laggard_gpu_busy,gemm=5.9ms;elementwise=5.8ms;moe_permute=2.7ms,backward|recompute
0,24305300658,19.437,3,0.0,1.035,laggard_gpu_busy,gemm=11.9ms;moe_permute=2.7ms;activation=2.5ms,backward|recompute
0,24471212867,16.749,6,0.0,1.017,laggard_gpu_busy,gemm=6.9ms;elementwise=6.4ms;moe_permute=2.9ms,backward|recompute
0,24517288582,19.735,6,0.0,1.036,laggard_gpu_busy,gemm=13.8ms;moe_permute=3.1ms;activation=2.4ms,backward|recompute
0,24677564660,27.904,6,0.0,1.024,laggard_gpu_busy,gemm=12.8ms;elementwise=8.3ms;moe_permute=3.5ms,backward|recompute
0,24730536040,38.611,6,0.0,1.015,laggard_gpu_busy,gemm=16.8ms;elementwise=8.5ms;cat_copy=6.7ms,backward|recompute
0,24915157975,15.549,3,0.0,1.019,laggard_gpu_busy,gemm=6.3ms;elementwise=6.1ms;moe_permute=2.7ms,backward|recompute
0,24957419244,18.644,3,0.0,1.04,laggard_gpu_busy,gemm=12.6ms;moe_permute=2.9ms;activation=2.6ms,backward|recompute
0,25122438834,13.279,2,0.0,1.022,laggard_gpu_busy,gemm=5.8ms;elementwise=4.4ms;moe_permute=2.6ms,backward|recompute
0,25162636111,16.145,2,0.0,1.042,laggard_gpu_busy,gemm=11.7ms;moe_permute=2.8ms;activation=1.3ms,backward|recompute
0,25325765375,6.62,5,0.001,1.05,laggard_gpu_busy,gemm=4.6ms;moe_permute=2.4ms;hybridep_combine=0.0ms,backward|recompute
0,25363577280,7.988,5,0.001,1.088,laggard_gpu_busy,gemm=6.2ms;moe_permute=2.5ms;hybridep_combine=0.0ms,backward|recompute
0,25521188078,12.805,4,0.0,1.021,laggard_gpu_busy,gemm=6.7ms;moe_permute=3.1ms;elementwise=2.4ms,backward|recompute
0,25567252273,15.524,4,0.0,1.042,laggard_gpu_busy,gemm=13.0ms;moe_permute=3.2ms;hybridep_combine=0.0ms,backward|recompute
0,25727679872,21.048,6,0.0,1.013,laggard_gpu_busy,elementwise=8.1ms;gemm=7.5ms;moe_permute=3.3ms,backward|recompute
0,25776967913,25.461,6,0.0,1.026,laggard_gpu_busy,gemm=15.0ms;moe_permute=3.4ms;activation=3.3ms,backward|recompute
0,25955860788,7.415,1,0.001,1.042,laggard_gpu_busy,gemm=5.0ms;moe_permute=2.3ms;elementwise=0.3ms,backward|recompute
0,25991773662,8.204,1,0.001,1.074,laggard_gpu_busy,gemm=6.4ms;moe_permute=2.4ms;hybridep_combine=0.0ms,backward|recompute
0,26150778173,13.66,7,0.0,1.02,laggard_gpu_busy,gemm=7.6ms;moe_permute=3.1ms;elementwise=2.4ms,backward|recompute
0,26200794254,16.972,7,0.0,1.034,laggard_gpu_busy,gemm=14.3ms;moe_permute=3.3ms;hybridep_combine=0.0ms,backward|recompute
1,982258607,14.089,0,0.0,1.023,laggard_gpu_busy,gemm=6.3ms;elementwise=4.6ms;moe_permute=2.8ms,forward|moe
1,1116203950,22.471,7,0.0,1.012,laggard_gpu_busy,gemm=8.5ms;elementwise=7.5ms;moe_permute=3.1ms,forward|attention|dsa_indexer
