waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
2,22125155676,21.482,5,0.0,1.03,laggard_gpu_busy,gemm=8.6ms;elementwise=7.0ms;moe_permute=3.3ms,forward|moe
2,22212788594,9.575,0,0.0,1.033,laggard_gpu_busy,gemm=6.6ms;moe_permute=3.0ms;elementwise=0.2ms,forward|moe
2,22273776279,28.749,6,0.0,1.028,laggard_gpu_busy,gemm=14.9ms;elementwise=7.7ms;moe_permute=3.3ms,forward|attention|dsa_indexer
2,22430014739,14.224,5,0.0,1.023,laggard_gpu_busy,gemm=5.5ms;elementwise=5.4ms;moe_permute=2.5ms,forward|moe
2,22505338421,6.183,6,0.001,1.026,laggard_gpu_busy,gemm=3.8ms;moe_permute=2.6ms;hybridep_meta=0.0ms,forward|moe
2,22570635085,25.531,5,0.0,1.019,laggard_gpu_busy,gemm=9.8ms;elementwise=8.4ms;moe_permute=3.8ms,forward|moe
2,22661670482,6.936,1,0.001,1.037,laggard_gpu_busy,gemm=4.4ms;moe_permute=2.8ms;hybridep_meta=0.0ms,forward|attention|dsa_indexer
2,22867381346,21.593,0,0.0,1.011,laggard_gpu_busy,gemm=7.9ms;elementwise=7.6ms;moe_permute=3.5ms,forward|moe
2,22947176119,15.962,5,0.0,1.019,laggard_gpu_busy,gemm=6.3ms;elementwise=6.1ms;moe_permute=2.9ms,forward|moe
2,23020425200,17.726,1,0.0,1.015,laggard_gpu_busy,gemm=6.7ms;elementwise=6.7ms;moe_permute=2.9ms,forward|attention|dsa_indexer
2,23167748742,18.094,6,0.0,1.017,laggard_gpu_busy,gemm=7.3ms;elementwise=6.8ms;moe_permute=3.5ms,forward|moe
2,23244612559,19.344,7,0.0,1.013,laggard_gpu_busy,gemm=7.1ms;elementwise=7.1ms;moe_permute=3.1ms,forward|moe
2,23326148620,7.83,0,0.0,1.041,laggard_gpu_busy,gemm=5.6ms;moe_permute=2.5ms;hybridep_meta=0.0ms,forward|moe
2,23382727166,29.079,4,0.0,1.059,laggard_gpu_busy,gemm=16.9ms;elementwise=7.3ms;moe_permute=3.2ms,forward|attention|dsa_indexer
2,23545408437,11.198,7,0.0,1.023,laggard_gpu_busy,gemm=6.8ms;moe_permute=3.2ms;cat_copy=0.8ms,forward|moe
2,23611459792,25.156,6,0.0,1.04,laggard_gpu_busy,gemm=12.1ms;elementwise=7.5ms;moe_permute=3.1ms,forward|moe
2,23693062701,19.401,1,0.0,1.024,laggard_gpu_busy,gemm=8.0ms;elementwise=6.2ms;moe_permute=2.7ms,forward|moe
