category,kernel,instances_all_gpus,s_per_gpu,median_us,max_ms
gemm,nvjet_sm103_tst_192x96_64x7_2x1_2cta_v_bz_TNT,16,0.0,26.1,0.037
gemm,nvjet_sm103_tst_192x96_64x7_2x2_2cta_h_bz_TNT,6,0.0,53.3,0.081
gemm,nvjet_sm103_tst_256x112_64x5_2x2_2cta_h_bz_TNT,4,0.0,69.3,0.089
gemm,nvjet_sm103_tst_256x120_64x4_1x4f_h_bz_NNT,38,0.0,80.8,0.116
gemm,nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_TNT,4,0.0,48.3,0.054
gemm,nvjet_sm103_tst_256x32_64x6_2x1_2cta_v_bz_splitK_NTT,24,0.0,135.6,0.138
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_NNT,1,0.0,111.2,0.111
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_TNT,16,0.0,66.6,0.202
gemm,nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_splitK_TNN,64,0.0,12.0,0.014
gemm,nvjet_sm103_tst_32x64_64x16_4x1_v_bz_splitK_NNN,29,0.0,25.4,0.053
gemm,nvjet_sm103_tst_512x112_64x2_2x1_2cta_v_bz_NNT,1,0.0,13.7,0.014
gemm,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT,78,0.0,29.2,0.069
gemm,nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_NNT,5,0.0,17.0,0.026
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_NNT,43,0.0,28.7,0.071
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_TNT,16,0.0,26.4,0.049
gemm,nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_splitK_TNT,36,0.0,32.7,0.095
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_NNT,84,0.0,24.3,0.064
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_splitK_NNT,114,0.0,20.2,0.065
gemm,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT,167,0.0,22.1,0.048
gemm,nvjet_sm103_tst_64x176_64x11_2x2_2cta_h_bz_TNT,10,0.0,42.9,0.064
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT,114,0.0,22.2,0.051
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_TNT,228,0.0,14.6,0.031
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NNT,11,0.0,23.6,0.026
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NTT,64,0.0,14.3,0.019
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_splitK_TNT,22,0.0,27.9,0.07
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_NNT,135,0.0,24.9,0.104
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_splitK_NNT,125,0.0,20.7,0.058
gemm,nvjet_sm103_tst_64x32_64x16_4x1_2cta_v_bz_TNT,22,0.0,14.7,0.024
gemm,nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT,124,0.0,27.1,0.104
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_splitK_NNT,72,0.0,23.0,0.07
gemm,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_splitK_TNT,28,0.0,29.3,0.062
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT,126,0.0,25.7,0.108
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_splitK_NNT,137,0.0,22.1,0.067
gemm,nvjet_sm103_tst_64x48_64x16_4x1_2cta_v_bz_NNT,14,0.0,22.5,0.031
gemm,nvjet_sm103_tst_64x56_64x14_4x1_v_bz_NNT,70,0.0,23.2,0.062
gemm,nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_NNT,17,0.0,31.8,0.065
gemm,nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_splitK_NNT,122,0.0,22.8,0.065
gemm,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT,15,0.0,22.7,0.03
gemm,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_NNT,92,0.0,29.6,0.065
gemm,nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT,114,0.0,23.8,0.065
gemm,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_splitK_NNT,149,0.0,19.6,0.059
gemm,nvjet_sm103_tst_96x64_64x10_4x1_v_bz_TNN,14,0.0,42.2,0.058
hybridep_combine,combine_kernel,1800,0.868,3891.9,4.545
hybridep_dispatch,dispatch_kernel,1800,0.886,3984.5,4.986
hybridep_meta,permute_preprocessing_kernel,1200,0.054,358.5,0.419
hybridep_meta,ag_nvl_kernel,1200,0.025,132.1,1.724
hybridep_meta,update_expected_value_kernel,3600,0.001,1.4,0.002
hybridep_sync,device_sync_kernel,7200,3.869,75.2,363.505
moe_permute,unpermute_kernel,1800,0.421,1782.4,4.006
moe_permute,permute_kernel,1800,0.355,1528.4,2.964
nccl,ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL,624,0.289,3581.6,17.523
nccl,ncclDevKernel_AllGather_RING_LL,1592,0.28,1014.8,22.067
nccl,ncclDevKernel_AllReduce_Sum_u64_RING_LL,1200,0.145,231.1,11.777
nccl,ncclDevKernel_AllReduce_Sum_f32_RING_LL,8,0.005,5499.9,6.762
nccl,ncclDevKernel_AllReduce_Sum_bf16_RING_LL,8,0.001,1259.8,1.374
nonzero_cub,DeviceSelectSweepKernel,56789,0.016,2.2,0.006
nonzero_cub,DeviceReduceSingleTileKernel,56789,0.012,1.7,0.003
nonzero_cub,DeviceCompactInitKernel,56789,0.009,1.3,0.002
norm,rmsnorm_fwd_general_kernel,2504,0.151,482.4,0.556
norm,rmsnorm_bwd_general_kernel,1256,0.136,862.0,1.05
norm,rmsnorm_fwd_tuned_kernel,2496,0.009,28.3,0.051
norm,rmsnorm_bwd_tuned_kernel,1248,0.007,43.1,0.073
norm,rmsnorm_bwd_finalize_general_kernel,1256,0.001,7.1,0.009
norm,rmsnorm_bwd_finalize_tuned_kernel,1248,0.001,4.0,0.005
other,compute_cuda_kernel,22464,0.016,5.8,0.008
other,scan,1200,0.011,76.2,0.088
other,searchsorted_cuda_kernel,4416,0.001,2.2,0.003
other,indexing_backward_kernel,1,0.0,56.8,0.057
other,ln_fwd_general_kernel,336,0.0,8.4,0.011
other,pad_tokens_per_expert_kernel,1200,0.0,2.6,0.004
other,thd_partition_indices_kernel,64,0.0,1.8,0.002
other,triton_poi_fused__to_copy_all_reduce_scalar_tensor_stack_0,1200,0.0,1.2,0.002
other,write_indices,5,0.0,3.0,0.003
topk_router,gatherTopK,3600,0.137,434.9,0.591
topk_router,online_softmax_kernel,64,0.004,466.9,0.473
topk_router,vectorized_elementwise_kernel,1800,0.002,9.5,0.014
