waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
0,18948993407,31.133,5,0.0,1.021,laggard_gpu_busy,gemm=13.8ms;elementwise=9.0ms;moe_permute=3.3ms,backward|recompute
0,19128237520,18.006,2,0.0,1.014,laggard_gpu_busy,elementwise=7.1ms;gemm=6.9ms;moe_permute=3.2ms,backward|recompute
0,19174334741,22.078,2,0.0,1.03,laggard_gpu_busy,gemm=13.8ms;moe_permute=3.3ms;activation=3.1ms,backward|recompute
0,19342241263,20.517,3,0.0,1.014,laggard_gpu_busy,gemm=7.9ms;elementwise=7.8ms;moe_permute=3.2ms,backward|recompute
0,19393815421,27.891,3,0.0,1.025,laggard_gpu_busy,gemm=15.8ms;cat_copy=5.0ms;moe_permute=3.3ms,backward|recompute
0,19562575938,18.734,3,0.0,1.017,laggard_gpu_busy,gemm=6.9ms;elementwise=6.8ms;moe_permute=3.1ms,backward|recompute
0,19608941515,22.457,3,0.0,1.032,laggard_gpu_busy,gemm=13.9ms;moe_permute=3.1ms;activation=3.0ms,backward|recompute
0,19786136545,6.6,6,0.0,1.032,laggard_gpu_busy,gemm=4.0ms;moe_permute=2.8ms,backward|recompute
0,19829793606,7.187,6,0.0,1.057,laggard_gpu_busy,gemm=4.7ms;moe_permute=2.9ms,backward|recompute
0,19990815364,9.131,7,0.0,1.031,laggard_gpu_busy,gemm=6.1ms;moe_permute=2.8ms;elementwise=0.3ms,backward|recompute
0,20033809888,11.695,7,0.0,1.024,laggard_gpu_busy,gemm=8.9ms;moe_permute=3.1ms,backward|recompute
0,20193272105,8.704,5,0.001,1.032,laggard_gpu_busy,gemm=5.6ms;moe_permute=2.5ms;elementwise=0.3ms,backward|recompute
0,20232854584,10.672,5,0.001,1.038,laggard_gpu_busy,gemm=8.1ms;moe_permute=2.7ms;hybridep_combine=0.3ms,backward|recompute
0,20386333458,7.504,1,0.0,1.045,laggard_gpu_busy,gemm=5.2ms;moe_permute=2.3ms;elementwise=0.3ms,backward|recompute
0,20422265072,9.196,1,0.0,1.067,laggard_gpu_busy,gemm=7.5ms;moe_permute=2.4ms,backward|recompute
0,20581604632,6.336,4,0.0,1.022,laggard_gpu_busy,gemm=3.9ms;moe_permute=2.6ms,backward|recompute
0,20620954755,7.079,4,0.0,1.041,laggard_gpu_busy,gemm=4.8ms;moe_permute=2.6ms,backward|recompute
0,20780387212,22.957,6,0.0,1.013,laggard_gpu_busy,gemm=8.3ms;elementwise=8.0ms;moe_permute=3.1ms,backward|recompute
0,20831873881,32.025,6,0.0,1.023,laggard_gpu_busy,gemm=16.3ms;cat_copy=6.3ms;activation=3.4ms,backward|recompute
0,21228665560,29.09,4,0.0,1.023,laggard_gpu_busy,gemm=13.5ms;elementwise=8.4ms;moe_permute=3.9ms,backward|recompute
0,21282739623,39.749,4,0.0,1.016,laggard_gpu_busy,gemm=16.9ms;elementwise=9.8ms;cat_copy=6.6ms,backward|recompute
0,21676657184,26.389,3,0.0,1.02,laggard_gpu_busy,gemm=12.2ms;elementwise=7.8ms;moe_permute=3.1ms,backward|recompute
0,21726764507,34.558,3,0.0,1.019,laggard_gpu_busy,gemm=15.8ms;elementwise=7.0ms;cat_copy=5.9ms,backward|recompute
0,21898540744,29.786,4,0.0,1.033,laggard_gpu_busy,gemm=15.0ms;elementwise=8.4ms;moe_permute=3.2ms,backward|recompute
0,21951651946,39.165,4,0.0,1.017,laggard_gpu_busy,gemm=16.9ms;elementwise=9.6ms;cat_copy=6.5ms,backward|recompute
0,22140324697,14.067,4,0.0,1.021,laggard_gpu_busy,gemm=7.3ms;elementwise=3.4ms;moe_permute=2.9ms,backward|recompute
0,22188240054,17.959,4,0.0,1.038,laggard_gpu_busy,gemm=14.5ms;moe_permute=3.2ms;cat_copy=1.0ms,backward|recompute
0,22341972435,28.228,2,0.0,1.034,laggard_gpu_busy,gemm=14.4ms;elementwise=7.7ms;moe_permute=3.3ms,backward|recompute
0,22390175797,33.337,2,0.0,1.023,laggard_gpu_busy,gemm=15.2ms;elementwise=9.3ms;activation=3.3ms,backward|recompute
0,22569457062,16.133,3,0.0,1.019,laggard_gpu_busy,gemm=6.0ms;elementwise=5.9ms;moe_permute=2.6ms,backward|recompute
0,22609392537,19.672,3,0.0,1.035,laggard_gpu_busy,gemm=11.9ms;moe_permute=2.9ms;activation=2.6ms,backward|recompute
0,22778714950,16.412,6,0.0,1.021,laggard_gpu_busy,gemm=6.9ms;elementwise=6.2ms;moe_permute=2.8ms,backward|recompute
0,22824413638,19.174,6,0.0,1.039,laggard_gpu_busy,gemm=13.7ms;moe_permute=3.0ms;activation=2.1ms,backward|recompute
0,22987050873,27.7,6,0.0,0.927,laggard_gpu_busy,gemm=9.9ms;elementwise=8.5ms;moe_permute=3.2ms,backward|recompute
0,23039727094,36.217,6,0.0,1.016,laggard_gpu_busy,gemm=16.6ms;elementwise=7.2ms;cat_copy=6.3ms,backward|recompute
0,23216285219,15.545,3,0.0,1.018,laggard_gpu_busy,gemm=6.3ms;elementwise=6.1ms;moe_permute=2.7ms,backward|recompute
0,23258366035,18.657,3,0.0,1.041,laggard_gpu_busy,gemm=12.6ms;moe_permute=2.9ms;activation=2.6ms,backward|recompute
0,23423845580,13.292,2,0.0,1.024,laggard_gpu_busy,gemm=5.8ms;elementwise=4.3ms;moe_permute=2.6ms,backward|recompute
0,23464157957,15.843,2,0.0,1.045,laggard_gpu_busy,gemm=11.7ms;moe_permute=2.7ms;cat_copy=1.0ms,backward|recompute
0,23626050382,6.459,5,0.001,1.059,laggard_gpu_busy,gemm=4.2ms;moe_permute=2.3ms;hybridep_combine=0.3ms,backward|recompute
