k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
118,23.874,24.022,1.006,1,23.667,24.022,23.797,23.944,23.828,23.9,23.934,23.902
119,24.029,24.125,1.004,6,23.78,24.106,24.014,24.088,24.062,24.034,24.125,24.022
120,23.789,23.888,1.004,1,23.596,23.888,23.81,23.784,23.836,23.779,23.856,23.763
121,26.827,26.898,1.003,1,26.716,26.898,26.79,26.89,26.818,26.88,26.784,26.842
122,23.805,23.913,1.005,1,23.519,23.913,23.839,23.886,23.837,23.845,23.765,23.84
123,23.984,24.062,1.003,2,23.814,24.035,24.062,24.044,24.034,24.018,23.843,24.024
124,23.782,23.854,1.003,1,23.552,23.854,23.792,23.84,23.804,23.79,23.809,23.817
125,27.62,27.968,1.013,1,26.958,27.968,27.9,27.866,27.92,27.714,26.771,27.865
126,23.856,23.916,1.003,4,23.662,23.906,23.761,23.912,23.916,23.895,23.901,23.893
127,23.916,23.987,1.003,4,23.685,23.979,23.929,23.943,23.987,23.959,23.941,23.905
128,23.864,23.97,1.004,4,23.608,23.906,23.872,23.882,23.97,23.872,23.92,23.883
129,27.685,27.922,1.009,1,27.694,27.922,27.75,27.866,27.8,27.78,26.905,27.765
130,23.985,24.058,1.003,1,23.759,24.058,23.984,24.036,24.041,24.052,24.054,23.9
131,24.221,24.3,1.003,6,23.947,24.248,24.148,24.272,24.284,24.284,24.3,24.288
132,24.055,24.198,1.006,7,23.847,23.999,24.017,24.093,24.141,23.975,24.173,24.198
133,27.03,27.183,1.006,7,26.848,26.982,27.03,27.069,27.018,27.11,26.998,27.183
134,23.799,23.858,1.002,1,23.619,23.858,23.822,23.803,23.823,23.809,23.814,23.845
135,23.763,23.845,1.003,1,23.528,23.845,23.79,23.798,23.791,23.79,23.831,23.732
136,23.805,23.888,1.004,1,23.585,23.888,23.821,23.844,23.789,23.866,23.88,23.766
137,26.78,26.914,1.005,1,26.437,26.914,26.7,26.835,26.907,26.856,26.863,26.733
138,23.815,23.901,1.004,6,23.607,23.868,23.832,23.859,23.713,23.864,23.901,23.879
139,23.844,23.908,1.003,3,23.642,23.872,23.848,23.908,23.804,23.88,23.901,23.893
140,23.84,23.918,1.003,1,23.624,23.918,23.829,23.879,23.839,23.878,23.886,23.864
141,26.83,26.957,1.005,5,26.562,26.803,26.875,26.923,26.865,26.957,26.926,26.729
142,23.822,23.9,1.003,6,23.551,23.879,23.773,23.892,23.85,23.866,23.9,23.861
143,24.004,24.1,1.004,7,23.795,24.058,24.042,24.067,23.979,24.024,23.969,24.1
144,23.969,24.103,1.006,7,23.724,23.986,23.94,24.024,23.989,23.988,23.996,24.103
145,26.876,26.996,1.004,7,26.733,26.973,26.77,26.918,26.843,26.817,26.962,26.996
146,23.913,24.004,1.004,7,23.711,23.989,23.832,23.931,23.944,23.967,23.923,24.004
147,23.973,24.05,1.003,4,23.74,23.983,23.953,24.029,24.05,24.033,24.038,23.955
148,24.084,24.186,1.004,6,23.831,24.15,24.093,24.127,23.98,24.163,24.186,24.145
149,27.191,27.33,1.005,6,26.952,27.304,27.167,27.211,27.24,27.178,27.33,27.148
150,23.781,23.871,1.004,1,23.573,23.871,23.804,23.762,23.816,23.807,23.789,23.828
151,23.893,23.957,1.003,6,23.663,23.945,23.924,23.93,23.929,23.929,23.957,23.871
152,23.963,24.051,1.004,3,23.685,23.958,23.983,24.051,24.041,24.014,24.007,23.969
153,26.902,27.031,1.005,3,26.626,26.917,26.896,27.031,26.861,26.986,26.969,26.933
154,26.871,26.975,1.004,6,26.633,26.94,26.74,26.922,26.884,26.918,26.975,26.957
155,27.013,27.108,1.003,6,26.887,27.022,26.87,27.04,27.07,27.02,27.108,27.088
