k,laggard_gpu,lateness_ms,laggard_gpu_idle_since_prev_release_ms,laggard_interval_ms,sum_wait_all_gpus_ms,laggard_nvtx
872,6,0.008,0.006,0.373,0.12,backward|recompute
873,0,0.541,0.003,3.725,3.444,backward|recompute
874,6,5.624,0.047,21.88,37.486,backward|recompute
875,6,0.131,0.003,3.719,0.976,backward|recompute
876,7,0.116,1.795,119.102,0.959,backward|recompute|layer|moe|hybridep_dispatch
877,0,0.718,0.005,4.565,4.328,backward|recompute|layer|moe|moe_experts
878,7,15.506,0.165,29.173,106.174,backward|recompute
879,4,0.027,0.004,3.832,0.942,backward|recompute
880,4,0.004,0.007,0.368,0.078,backward|recompute
881,0,0.781,0.004,4.334,4.928,backward|recompute
882,7,18.904,0.045,33.411,129.744,backward|recompute
883,6,0.022,0.004,4.126,0.984,backward|recompute
884,2,0.036,1.938,126.451,0.318,backward|recompute|layer|moe|hybridep_dispatch
885,0,0.572,0.004,3.98,3.858,backward|recompute|layer|moe|moe_experts
886,3,2.242,0.165,18.763,21.239,backward|recompute
887,0,0.06,0.003,3.467,0.47,backward|recompute
888,2,0.002,0.009,0.369,0.077,backward|recompute
889,0,0.554,0.003,3.702,3.717,backward|recompute
890,3,2.531,0.044,20.348,25.094,backward|recompute
891,0,0.069,0.002,3.658,0.555,backward|recompute
892,2,0.062,1.942,118.698,0.487,backward|recompute|layer|moe|hybridep_dispatch
893,3,0.756,0.004,4.406,4.309,backward|recompute|layer|moe|moe_experts
894,0,9.268,0.16,24.455,68.21,backward|recompute
895,2,0.092,0.004,3.72,1.038,backward|recompute
896,2,0.005,0.007,0.372,0.096,backward|recompute
897,1,0.666,0.003,4.065,3.851,backward|recompute
898,0,12.299,0.054,28.588,88.647,backward|recompute
899,5,0.107,0.004,3.99,1.069,backward|recompute
